Wall time,Step,Value
1650335501.7288384,728,61.0
1650335502.3312945,729,66.0
1650335502.7218986,730,43.0
1650335503.2218778,731,51.0
1650335503.9874742,732,81.0
1650335504.8155615,733,92.0
1650335505.4092884,734,64.0
1650335505.753025,735,36.0
1650335506.315499,736,62.0
1650335506.690479,737,42.0
1650335508.745582,738,222.0
1650335510.4728448,739,185.0
1650335515.3069074,740,528.0
1650335516.4719644,741,126.0
1650335516.8000965,742,36.0
1650335517.09694,743,32.0
1650335517.831292,744,81.0
1650335518.1368845,745,33.0
1650335518.8556042,746,80.0
1650335519.1368365,747,30.0
1650335519.6368244,748,53.0
1650335520.2774155,749,70.0
1650335520.7773943,750,54.0
1650335521.7264693,751,105.0
1650335522.0701997,752,37.0
1650335522.9599862,753,93.0
1650335529.815475,754,747.0
1650335537.7421107,755,858.0
1650335549.902515,756,1329.0
1650335550.55874,757,71.0
1650335551.975707,758,157.0
1650335552.4756763,759,54.0
1650335552.9373713,760,50.0
1650335553.2271788,761,30.0
1650335553.649035,762,43.0
1650335553.9146469,763,29.0
1650335554.543246,764,68.0
1650335555.0119812,765,51.0
1650335555.7931943,766,85.0
1650335556.090054,767,32.0
1650335556.7462757,768,71.0
1650335557.0743883,769,37.0
1650335557.3712504,770,31.0
1650335557.8087308,771,48.0
1650335558.2555885,772,49.0
1650335558.6461983,773,42.0
1650335559.0993006,774,48.0
1650335559.489909,775,42.0
1650335559.880518,776,41.0
1650335560.3336222,777,52.0
1650335560.692981,778,38.0
1650335561.029592,779,36.0
1650335561.85768,780,92.0
1650335562.3576632,781,52.0
1650335562.9045131,782,58.0
1650335563.4918694,783,64.0
1650335564.2500849,784,81.0
1650335564.8143175,785,59.0
1650335565.3611712,786,60.0
1650335565.6892765,787,35.0
1650335565.939271,788,29.0
1650335566.682107,789,80.0
1650335567.1352127,790,46.0
1650335567.603938,791,50.0
1650335568.0570464,792,49.0
1650335568.643694,793,61.0
1650335569.0967498,794,48.0
1650335572.980076,795,419.0
1650335600.2470453,796,2984.0
1650335606.0223389,797,638.0
1650335625.3437004,798,2091.0
1650335635.196859,799,1101.0
1650335642.3329635,800,767.0
1650335642.6923254,801,39.0
1650335643.122744,802,49.0
1650335645.0613842,803,215.0
1650335645.7332318,804,73.0
1650335648.7262766,805,330.0
1650335649.1949902,806,50.0
1650335650.6254315,807,151.0
1650335650.859767,808,24.0
1650335651.562862,809,75.0
1650335651.9690907,810,41.0
1650335652.2347233,811,27.0
1650335652.7925425,812,60.0
1650335653.1987686,813,42.0
1650335653.5268795,814,35.0
1650335653.8478227,815,35.0
1650335654.4259212,816,61.0
1650335654.691536,817,29.0
1650335655.2622848,818,62.0
1650335656.1684916,819,97.0
1650335656.9497216,820,83.0
1650335657.5214982,821,58.0
1650335657.771484,822,25.0
1650335658.5058253,823,77.0
1650335658.7644792,824,27.0
1650335658.9988523,825,26.0
1650335659.3514156,826,38.0
1650335660.132686,827,84.0
1650335660.7503214,828,65.0
1650335661.0784302,829,34.0
1650335661.500293,830,47.0
1650335662.1408873,831,69.0
1650335662.2971306,832,15.0
1650335663.0002258,833,76.0
1650335663.1720881,834,19.0
1650335664.305612,835,123.0
1650335669.0948813,836,523.0
1650335669.4542508,837,40.0
1650335670.1104696,838,72.0
1650335670.704187,839,63.0
1650335671.3696032,840,71.0
1650335671.6778724,841,30.0
1650335671.9122384,842,26.0
1650335672.990317,843,112.0
1650335675.8517087,844,303.0
1650335676.8287618,845,105.0
1650335677.4225125,846,62.0
1650335677.641228,847,25.0
1650335678.8997731,848,134.0
1650335679.6184623,849,75.0
1650335680.4778025,850,91.0
1650335680.9309056,851,49.0
1650335681.2121465,852,31.0
1650335681.7590034,853,59.0
1650335682.196483,854,48.0
1650335682.4464931,855,27.0
1650335682.8058279,856,39.0
1650335683.1964536,857,42.0
1650335683.7276666,858,56.0
1650335683.9547446,859,25.0
1650335684.189124,860,25.0
1650335684.5414348,861,37.0
1650335684.6820605,862,15.0
1650335685.1664102,863,52.0
1650335685.6507666,864,51.0
1650335685.9320033,865,28.0
1650335686.4944825,866,61.0
1650335686.7444677,867,27.0
1650335687.5569344,868,86.0
1650335688.0412915,869,53.0
1650335688.4006512,870,40.0
1650335688.6506364,871,26.0
1650335688.8622942,872,24.0
1650335689.252898,873,41.0
1650335689.4247677,874,17.0
1650335689.971617,875,60.0
1650335690.8239748,876,93.0
1650335696.7343698,877,650.0
1650335698.0243566,878,142.0
1650335698.399341,879,40.0
1650335698.9391286,880,58.0
1650335699.8609521,881,101.0
1650335700.7359188,882,95.0
1650335701.0952835,883,41.0
1650335701.777794,884,72.0
1650335702.074657,885,32.0
1650335702.480885,886,45.0
1650335704.379686,887,208.0
1650335705.0359104,888,71.0
1650335705.4350784,889,43.0
1650335705.825686,890,43.0
1650335706.0913007,891,27.0
1650335706.4350357,892,38.0
1650335707.3099997,893,93.0
1650335707.9505932,894,67.0
1650335708.568597,895,66.0
1650335709.3584602,896,86.0
1650335709.8740592,897,54.0
1650335710.1396759,898,29.0
1650335710.7177746,899,63.0
1650335711.3115065,900,65.0
1650335711.4989994,901,21.0
1650335711.6708605,902,18.0
1650335711.8583515,903,20.0
1650335712.0856345,904,24.0
1650335712.6421638,905,58.0
1650335713.2671342,906,65.0
1650335713.860862,907,62.0
1650335714.2442243,908,43.0
1650335714.6192102,909,40.0
1650335714.8535733,910,25.0
1650335715.369177,911,57.0
1650335716.4003966,912,112.0
1650335716.6034994,913,23.0
1650335716.8847382,914,30.0
1650335717.6347082,915,82.0
