,Episode,Return,Step
538,538,-647.6109760160114,687.0389640399051
539,539,-865.5498784144102,851.1350676359145
540,540,-1029.794890572969,984.121560872323
541,541,-1060.8154015156722,1007.2094047850908
542,542,-1002.633861364105,961.3884643065817
543,543,-1046.5704752276945,997.1496178759235
544,544,-942.5134277049251,915.5346560883312
545,545,-894.0620849344326,877.9811904794981
546,546,-993.3558764409893,959.2830714315483
547,547,-1074.3202887968903,1019.6547642883934
548,548,-1005.5882599172012,968.2892878595541
549,549,-1014.729433925481,972.9603590735986
550,550,-1043.6564905329328,992.4643231662387
551,551,-964.0908414796395,931.0178908496148
552,552,-950.3817573316755,919.4161017646534
553,553,-872.443581598508,857.1744915881881
554,554,-800.9992234386572,801.5570424293693
555,555,-848.0993010947914,838.1013381864323
556,556,-808.1893709853123,810.4912043677891
557,557,-834.270433886781,832.4420839310102
558,558,-820.043390498103,820.5978755379092
559,559,-860.6390514482928,853.1380879841183
560,560,-823.0751463034635,825.1242791857064
561,561,-863.7676316731172,856.6118512671358
562,562,-842.4908685058056,841.7506661404221
563,563,-767.741781655225,781.9755995263799
564,564,-721.5676034897026,743.6780395737419
565,565,-657.1108431407324,692.9102356163678
566,566,-643.4997588266592,681.6192120547311
567,567,-607.2497829439933,652.457290849258
568,568,-600.724804649594,648.4115617643322
569,569,-867.8523241846345,853.270405587899
570,570,-797.2670917661711,797.043365029109
571,571,-762.440382589554,773.2390285261981
572,572,-708.5963443305986,732.1151256735784
573,573,-672.5367098975388,702.1036131062206
574,574,-693.5830389077848,715.9932517955986
575,575,-641.3247350170064,675.4939266160387
576,576,-623.7922615153059,663.1445339544348
577,577,-588.4130353637753,634.6300805589913
578,578,-555.9717318273978,607.8670725030922
579,579,-530.874558644658,588.080365252783
580,580,-476.78710278019224,544.2723287275047
581,581,-429.30839250217304,506.3450958547543
582,582,-393.4775532519558,479.3105862692788
583,583,-350.4297979267602,445.67952764235093
584,584,-387.48681813408416,476.81157487811583
585,585,-368.93813632067577,461.83041739030426
586,586,-359.1443226886082,456.24737565127384
587,587,-321.5298904197474,426.4226380861465
588,588,-302.4769013777727,414.28037427753185
589,589,-303.6292112399954,412.75233684977866
590,590,-268.9662901159959,384.37710316480076
591,591,-281.5696611043963,393.13939284832065
592,592,-264.31269499395665,381.92545356348865
593,593,-286.781425494561,397.5329082071398
594,594,-324.90328294510493,426.67961738642583
595,595,-317.41295465059443,421.01165564778324
596,596,-330.171659185535,432.1104900830049
597,597,-305.65449326698155,412.1994410747044
598,598,-304.5890439402834,410.87949696723393
599,599,-270.9301395462551,384.59154727051055
600,600,-338.33712559162956,436.73239254345947
