Wall time,Step,Value
1650331208.4645464,290,-3801.0
1650331227.7332866,291,-2819.0
1650331244.5208886,292,-2512.0
1650331265.01573,293,-2946.0
1650331279.823737,294,-2119.0
1650331304.3631032,295,-3658.0
1650331334.338565,296,-4516.0
1650331351.6953278,297,-2498.0
1650331366.9447937,298,-2243.0
1650331394.2791104,299,-4121.0
1650331419.7578769,300,-3774.0
1650331442.2787385,301,-3264.0
1650331480.8838894,302,-5842.0
1650331511.0781748,303,-4502.0
1650331556.9855027,304,-7023.0
1650331563.863054,305,-928.0
1650331579.8463717,306,-2347.0
1650331603.6160266,307,-3505.0
1650331639.590786,308,-5391.0
1650331669.6292026,309,-4510.0
1650331714.0024946,310,-6642.0
1650331743.6763525,311,-4426.0
1650331762.3596063,312,-2686.0
1650331789.3593986,313,-3940.0
1650331812.4065254,314,-3326.0
1650331835.2757406,315,-3213.0
1650331862.5741503,316,-3981.0
1650331878.1937206,317,-2110.0
1650331918.5389726,318,-5905.0
1650331955.7768114,319,-5480.0
1650331998.1164124,320,-6152.0
1650332031.0425858,321,-4850.0
1650332061.2422273,322,-4382.0
1650332099.8008718,323,-5747.0
1650332147.4234452,324,-7015.0
1650332182.7586374,325,-5187.0
1650332218.9846232,326,-5329.0
1650332247.9722075,327,-4229.0
1650332272.7654638,328,-3625.0
1650332313.5761695,329,-5969.0
1650332341.1307945,330,-4115.0
1650332373.8640294,331,-4760.0
1650332407.72344,332,-4817.0
1650332436.1043544,333,-4153.0
1650332455.0831406,334,-2616.0
1650332494.0269158,335,-5606.0
1650332501.478046,336,-940.0
1650332521.8912644,337,-2915.0
1650332546.5753925,338,-3481.0
1650332572.2359707,339,-3632.0
1650332593.688353,340,-3012.0
1650332616.5844612,341,-3326.0
1650332643.3633292,342,-3906.0
1650332670.9697454,343,-3921.0
1650332688.6744454,344,-2507.0
1650332749.4160454,345,-8977.0
1650332773.7009356,346,-3437.0
1650332802.4601336,347,-4061.0
1650332827.6694481,348,-3588.0
1650332854.4837668,349,-3834.0
1650332883.9641216,350,-4316.0
1650332891.8171384,351,-1011.0
1650332912.1342874,352,-2903.0
1650332937.7916584,353,-3617.0
1650332972.6836636,354,-4942.0
1650332994.696345,355,-3246.0
1650333025.6915994,356,-4494.0
1650333043.6795106,357,-2652.0
1650333068.6894588,358,-3659.0
1650333090.1029654,359,-3118.0
1650333111.4031687,360,-3014.0
1650333135.0356448,361,-3369.0
1650333160.6836298,362,-3613.0
1650333179.716804,363,-2674.0
1650333224.5981698,364,-6650.0
1650333237.7283003,365,-1839.0
1650333260.770567,366,-3229.0
1650333280.7993402,367,-2735.0
1650333313.999233,368,-4692.0
1650333327.2111692,369,-1795.0
1650333339.4894419,370,-1642.0
1650333370.0864968,371,-4582.0
1650333393.9855444,372,-3701.0
1650333420.030724,373,-3630.0
1650333433.934575,374,-1967.0
1650333447.5760567,375,-1861.0
1650333458.1498516,376,-1355.0
1650333486.983974,377,-4404.0
1650333504.806217,378,-2767.0
1650333523.089228,379,-2718.0
1650333564.37727,380,-6374.0
1650333577.7183056,381,-1796.0
1650333590.6058822,382,-1722.0
1650333613.2081358,383,-3129.0
1650333632.7650852,384,-2724.0
1650333641.4896622,385,-1106.0
1650333648.8888497,386,-902.0
1650333672.0182712,387,-3184.0
1650333692.1384706,388,-2755.0
1650333715.0380456,389,-3196.0
1650333748.150244,390,-4774.0
1650333760.9401786,391,-1674.0
1650333774.7480638,392,-1894.0
1650333781.1120615,393,-795.0
1650333798.2999978,394,-2370.0
1650333825.0960126,395,-3767.0
1650333848.2136884,396,-3161.0
1650333866.4980323,397,-2485.0
1650333878.1236145,398,-1513.0
1650333884.3605084,399,-735.0
1650333891.4171057,400,-877.0
1650333904.758761,401,-1784.0
1650333925.1759007,402,-2922.0
1650333951.6914124,403,-3985.0
1650333968.3129141,404,-2498.0
1650333995.5502186,405,-3832.0
1650334034.4517038,406,-5525.0
1650334069.392045,407,-4932.0
1650334079.0580332,408,-1284.0
1650334087.2968261,409,-1035.0
1650334099.0330677,410,-1579.0
1650334110.9402018,411,-1537.0
1650334126.3129172,412,-2095.0
1650334137.981913,413,-1467.0
1650334142.2347744,414,-413.0
1650334168.760486,415,-3802.0
1650334210.662474,416,-5881.0
1650334223.252605,417,-1665.0
1650334231.6536348,418,-1056.0
1650334246.3303025,419,-2011.0
1650334263.640155,420,-2457.0
1650334301.2341301,421,-5289.0
1650334320.1312175,422,-2520.0
1650334335.5514264,423,-2215.0
1650334352.2634473,424,-2879.0
1650334369.9931793,425,-2874.0
1650334383.830587,426,-1803.0
1650334394.3880198,427,-1339.0
1650334406.9413407,428,-1681.0
1650334430.3349428,429,-3268.0
1650334437.580281,430,-899.0
1650334461.807748,431,-3368.0
1650334475.5257893,432,-1797.0
1650334512.7700255,433,-5173.0
1650334524.8964593,434,-1574.0
1650334548.9481006,435,-3325.0
1650334561.193982,436,-1536.0
1650334571.2384162,437,-1317.0
1650334587.531075,438,-2262.0
1650334595.9962423,439,-1212.0
1650334602.476995,440,-881.0
1650334615.521665,441,-1768.0
1650334618.8251412,442,-282.0
1650334638.3522549,443,-2656.0
1650334647.7057607,444,-1176.0
1650334658.7878323,445,-1388.0
1650334672.6444986,446,-1832.0
1650334680.325891,447,-904.0
1650334692.971963,448,-1696.0
1650334702.8981543,449,-1243.0
1650334714.2978716,450,-1546.0
1650334716.7040207,451,-182.0
1650334736.2190084,452,-2675.0
1650334747.9340239,453,-1490.0
1650334756.7590835,454,-1075.0
1650334788.7906954,455,-5316.0
1650334793.527766,456,-544.0
1650334808.0830953,457,-1917.0
1650334831.759451,458,-3204.0
1650334833.5180213,459,-72.0
1650334840.9186206,460,-913.0
1650334854.6890633,461,-1923.0
1650334856.7835107,462,-172.0
1650334859.7521322,463,-290.0
1650334866.2106001,464,-940.0
1650334867.4761708,465,-13.0
1650334868.9448624,466,-69.0
1650334870.774469,467,-122.0
1650334874.2208178,468,-393.0
1650334878.4355767,469,-549.0
1650334881.116063,470,-259.0
1650334883.5703127,471,-255.0
1650334887.6728337,472,-528.0
1650334891.502093,473,-463.0
1650334902.2302315,474,-1650.0
1650334905.9760587,475,-463.0
1650334909.4219897,476,-422.0
1650334912.282561,477,-305.0
1650334920.9920151,478,-1360.0
1650334922.675387,479,-116.0
1650334925.5901568,480,-308.0
1650334936.440121,481,-1665.0
1650334946.1852765,482,-1447.0
1650334968.5976133,483,-3613.0
1650334982.7348166,484,-2262.0
1650335002.5014787,485,-3185.0
1650335007.3879466,486,-737.0
1650335011.5004213,487,-479.0
1650335023.7768323,488,-1544.0
1650335040.533647,489,-2315.0
1650335045.787862,490,-718.0
1650335050.3316133,491,-608.0
1650335052.6685185,492,-232.0
1650335054.3572578,493,-75.0
1650335064.409519,494,-1258.0
1650335097.0522256,495,-4457.0
1650335107.3083875,496,-1538.0
1650335109.872236,497,-244.0
1650335110.7628236,498,55.0
1650335112.3565035,499,-73.0
1650335114.7597175,500,-229.0
1650335116.5877643,501,-133.0
1650335121.6112745,502,-646.0
1650335127.3056445,503,-801.0
1650335130.2163553,504,-309.0
1650335133.23545,505,-328.0
1650335134.971372,506,-105.0
1650335136.580687,507,-89.0
1650335139.622693,508,-338.0
1650335141.2944958,509,-75.0
1650335143.9052253,510,-250.0
1650335146.866726,511,-371.0
1650335149.0157094,512,-191.0
1650335153.9702427,513,-704.0
1650335155.143173,514,-6.0
1650335156.0181344,515,54.0
1650335156.9107494,516,56.0
1650335157.9732246,517,19.0
1650335159.6065204,518,-74.0
1650335160.93457,519,-28.0
1650335163.221778,520,-199.0
1650335164.84763,521,-76.0
1650335167.4654148,522,-243.0
1650335169.241753,523,-99.0
1650335170.4393926,524,-19.0
1650335171.4862278,525,21.0
1650335173.284834,526,-128.0
1650335175.4648814,527,-171.0
1650335176.4263988,528,37.0
1650335177.3169858,529,41.0
1650335179.3722773,530,-158.0
1650335181.3721943,531,-98.0
1650335182.2713857,532,65.0
1650335183.3425226,533,12.0
1650335183.936245,534,113.0
1650335192.8968155,535,-1177.0
1650335194.326949,536,-16.0
1650335197.6166108,537,-357.0
1650335199.2812586,538,-105.0
1650335200.8833573,539,-82.0
1650335202.6105695,540,-107.0
1650335203.985517,541,-39.0
1650335207.3376138,542,-360.0
1650335208.8148336,543,-55.0
1650335211.4628637,544,-255.0
1650335212.3378315,545,59.0
