,Episode,Return,Step
615,615,202.00800958807108,24.991990411929038
616,616,200.707208629264,26.292791370736133
617,617,201.0364877663376,25.96351223366252
618,618,200.63283898970383,26.367161010296268
619,619,201.26955509073343,25.73044490926664
620,620,202.5425995816601,24.45740041833998
621,621,201.0883396234941,25.91166037650598
622,622,202.5795056611447,24.420494338855384
623,623,203.42155509503024,23.57844490496985
624,624,203.07939958552723,23.920600414472865
625,625,204.17145962697452,22.82854037302558
626,626,204.45431366427707,22.545686335723023
627,627,204.30888229784938,22.69111770215072
628,628,204.67799406806444,22.322005931935646
629,629,205.41019466125798,21.58980533874208
630,630,205.6691751951322,21.330824804867873
631,631,203.90225767561896,23.097742324381084
632,632,203.81203190805707,23.187968091942974
633,633,202.93082871725136,24.069171282748677
634,634,202.93774584552625,24.16225415447381
635,635,203.14397126097364,24.04602873902643
636,636,202.1295741348763,25.041425865123784
637,637,202.41661672138866,24.737283278611407
638,638,201.0749550492498,26.063554950750266
639,639,201.26745954432482,25.85719945567524
640,640,200.44071358989237,26.671479510107716
641,641,200.89664223090313,26.204331559096943
642,642,199.20697800781284,27.883898403187246
643,643,199.88628020703155,27.29550856286852
644,644,200.6976521863284,26.465957706581666
645,645,200.22788696769558,26.919361935923497
646,646,200.70509827092602,26.42742574233115
647,647,200.23458844383342,26.884683168098032
648,648,199.6111295994501,27.49621485128823
649,649,200.25001663950508,26.846593366159404
650,650,200.32501497555458,26.76193402954346
651,651,201.69251347799914,25.385740626589115
652,652,202.52326213019924,24.547166563930205
653,653,201.4709359171793,25.592449907537183
654,654,200.1238423254614,26.933204916783463
655,655,199.41145809291527,27.639884425105116
656,656,199.17031228362373,27.875895982594606
657,657,199.55328105526138,27.488306384335147
658,658,199.99795294973526,27.039475745901633
659,659,200.99815765476174,26.03552817131147
660,660,202.49834188928557,24.531975354180325
661,661,202.14850770035702,24.878777818762295
662,662,203.1336569303213,23.890900036886066
663,663,202.82029123728918,24.20181003319746
664,664,203.13826211356027,23.881629029877715
665,665,203.82443590220424,23.193466126889945
666,666,204.84199231198383,22.174119514200953
667,667,203.85779308078546,23.15670756278086
668,668,202.6720137727069,24.341036806502775
669,669,202.6048123954362,24.406933125852497
670,670,201.44433115589257,25.566239813267245
671,671,201.2998980403033,25.70961583194052
672,672,201.569908236273,25.43865424874647
673,673,202.0129174126457,24.994788823871822
674,674,201.21162567138114,25.795309941484643
675,675,199.09046310424304,27.91577894733618
676,676,197.18141679381876,29.82420105260256
677,677,198.4632751144369,28.541780947342303
678,678,196.2169476029932,30.78760285260807
679,679,197.39525284269388,29.608842567347263
680,680,197.8557275584245,29.147958310612538
681,681,196.47015480258204,30.533162479551287
